Mon, Feb 14, 2022	9:00p	Houston Rockets	101	Utah Jazz	135	Box Score		18,306	2:12	Vivint Smart Home Arena	
Mon, Feb 14, 2022	10:30p	Golden State Warriors	104	Los Angeles Clippers	119	Box Score		19,068	2:05	Crypto.com Arena	
Tue, Feb 15, 2022	7:30p	Cleveland Cavaliers	116	Atlanta Hawks	124	Box Score		15,947	2:12	State Farm Arena	
Tue, Feb 15, 2022	7:30p	Dallas Mavericks	107	Miami Heat	99	Box Score		19,600	2:22	FTX Arena	
Tue, Feb 15, 2022	7:30p	Boston Celtics	135	Philadelphia 76ers	87	Box Score		20,960	2:20	Wells Fargo Center	
Tue, Feb 15, 2022	8:00p	Indiana Pacers	119	Milwaukee Bucks	128	Box Score		17,341		Fiserv Forum	
Tue, Feb 15, 2022	8:00p	Charlotte Hornets	120	Minnesota Timberwolves	126	Box Score	OT	17,136	2:48	Target Center	
Tue, Feb 15, 2022	8:00p	Memphis Grizzlies	121	New Orleans Pelicans	109	Box Score		15,901	2:12	Smoothie King Center	
Tue, Feb 15, 2022	10:00p	Los Angeles Clippers	96	Phoenix Suns	103	Box Score		17,071	2:08	Phoenix Suns Arena	
Wed, Feb 16, 2022	7:00p	Atlanta Hawks	130	Orlando Magic	109	Box Score		14,398	2:01	Amway Center	
Wed, Feb 16, 2022	7:30p	Detroit Pistons	112	Boston Celtics	111	Box Score		19,156	2:10	TD Garden	
Wed, Feb 16, 2022	7:30p	Washington Wizards	108	Indiana Pacers	113	Box Score		14,540	2:16	Gainbridge Fieldhouse	
Wed, Feb 16, 2022	7:30p	Brooklyn Nets	111	New York Knicks	106	Box Score		18,916	2:28	Madison Square Garden (IV)	
Wed, Feb 16, 2022	8:00p	Sacramento Kings	118	Chicago Bulls	125	Box Score		19,166	2:11	United Center	
Wed, Feb 16, 2022	8:00p	Portland Trail Blazers	123	Memphis Grizzlies	119	Box Score		16,834	2:29	FedEx Forum	
Wed, Feb 16, 2022	8:00p	Toronto Raptors	103	Minnesota Timberwolves	91	Box Score		15,982	2:18	Target Center	
Wed, Feb 16, 2022	8:00p	San Antonio Spurs	114	Oklahoma City Thunder	106	Box Score		14,920	2:14	Paycom Center	
Wed, Feb 16, 2022	9:00p	Houston Rockets	121	Phoenix Suns	124	Box Score		17,071	2:28	Phoenix Suns Arena	
Wed, Feb 16, 2022	10:00p	Denver Nuggets	117	Golden State Warriors	116	Box Score		18,064	2:24	Chase Center	
Wed, Feb 16, 2022	10:00p	Utah Jazz	101	Los Angeles Lakers	106	Box Score		17,787	2:27	Crypto.com Arena	
Thu, Feb 17, 2022	7:00p	Miami Heat	111	Charlotte Hornets	107	Box Score	2OT	17,029	2:52	Spectrum Center	
Thu, Feb 17, 2022	7:30p	Washington Wizards	117	Brooklyn Nets	103	Box Score		17,477	2:10	Barclays Center	
Thu, Feb 17, 2022	8:00p	Dallas Mavericks	125	New Orleans Pelicans	118	Box Score		15,906	2:07	Smoothie King Center	
Thu, Feb 17, 2022	8:30p	Philadelphia 76ers	123	Milwaukee Bucks	120	Box Score		17,341	2:28	Fiserv Forum	
Thu, Feb 17, 2022	10:30p	Houston Rockets	111	Los Angeles Clippers	142	Box Score		17,519	2:11	Crypto.com Arena	
Thu, Feb 24, 2022	7:00p	Cleveland Cavaliers	103	Detroit Pistons	106	Box Score		15,622	2:18	Little Caesars Arena	
Thu, Feb 24, 2022	7:30p	Boston Celtics	129	Brooklyn Nets	106	Box Score		17,986	2:13	Barclays Center	
Thu, Feb 24, 2022	8:00p	Atlanta Hawks	108	Chicago Bulls	112	Box Score		21,236	2:22	United Center	
Thu, Feb 24, 2022	8:00p	Memphis Grizzlies	114	Minnesota Timberwolves	119	Box Score		16,326	2:24	Target Center	
Thu, Feb 24, 2022	8:00p	Phoenix Suns	124	Oklahoma City Thunder	104	Box Score		14,176	1:58	Paycom Center	
Thu, Feb 24, 2022	10:00p	Golden State Warriors	132	Portland Trail Blazers	95	Box Score		20,098	2:22	Moda Center	
Thu, Feb 24, 2022	10:00p	Denver Nuggets	128	Sacramento Kings	110	Box Score		15,855	2:10	Golden 1 Center	
Fri, Feb 25, 2022	7:00p	Toronto Raptors	93	Charlotte Hornets	125	Box Score		17,577	1:59	Spectrum Center	
Fri, Feb 25, 2022	7:00p	Oklahoma City Thunder	129	Indiana Pacers	125	Box Score	OT	15,182	2:26	Gainbridge Fieldhouse	
Fri, Feb 25, 2022	7:00p	Houston Rockets	111	Orlando Magic	119	Box Score		16,631	2:17	Amway Center	
Fri, Feb 25, 2022	7:00p	San Antonio Spurs	157	Washington Wizards	153	Box Score	2OT	15,302	2:56	Capital One Arena	
Fri, Feb 25, 2022	7:30p	Miami Heat	115	New York Knicks	100	Box Score		19,812	2:28	Madison Square Garden (IV)	
Fri, Feb 25, 2022	8:00p	Philadelphia 76ers	133	Minnesota Timberwolves	102	Box Score		16,684	2:18	Target Center	
Fri, Feb 25, 2022	9:00p	New Orleans Pelicans	117	Phoenix Suns	102	Box Score		17,071	2:13	Phoenix Suns Arena	
Fri, Feb 25, 2022	9:00p	Dallas Mavericks	109	Utah Jazz	114	Box Score		18,306	2:07	Vivint Smart Home Arena	
Fri, Feb 25, 2022	10:00p	Los Angeles Clippers	105	Los Angeles Lakers	102	Box Score		18,997	2:33	Crypto.com Arena	
Sat, Feb 26, 2022	12:00p	Boston Celtics	113	Detroit Pistons	104	Box Score		19,122	2:20	Little Caesars Arena	
Sat, Feb 26, 2022	7:30p	Toronto Raptors	100	Atlanta Hawks	127	Box Score		17,870	2:09	State Farm Arena	
Sat, Feb 26, 2022	8:00p	Memphis Grizzlies	116	Chicago Bulls	110	Box Score		21,959	2:19	United Center	
Sat, Feb 26, 2022	8:00p	Washington Wizards	86	Cleveland Cavaliers	92	Box Score		19,432	2:10	Rocket Mortgage Fieldhouse	
Sat, Feb 26, 2022	8:00p	San Antonio Spurs	129	Miami Heat	133	Box Score		19,677	2:20	FTX Arena	
Sat, Feb 26, 2022	8:30p	Brooklyn Nets	126	Milwaukee Bucks	123	Box Score		17,341	2:42	Fiserv Forum	
Sat, Feb 26, 2022	9:00p	Sacramento Kings	110	Denver Nuggets	115	Box Score		19,520	2:27	Ball Arena	
Sun, Feb 27, 2022	1:00p	Philadelphia 76ers	125	New York Knicks	109	Box Score		19,812	2:29	Madison Square Garden (IV)	
Sun, Feb 27, 2022	3:30p	Utah Jazz	118	Phoenix Suns	114	Box Score		17,071	2:18	Phoenix Suns Arena	
Sun, Feb 27, 2022	5:00p	Boston Celtics	107	Indiana Pacers	128	Box Score		16,872	2:12	Gainbridge Fieldhouse	
Sun, Feb 27, 2022	7:00p	Detroit Pistons	127	Charlotte Hornets	126	Box Score	OT	15,348	2:42	Spectrum Center	
Sun, Feb 27, 2022	7:00p	Los Angeles Clippers	99	Houston Rockets	98	Box Score		14,324	2:22	Toyota Center	
Sun, Feb 27, 2022	7:30p	Dallas Mavericks	107	Golden State Warriors	101	Box Score		18,064	2:22	Chase Center	
Sun, Feb 27, 2022	9:00p	Denver Nuggets	124	Portland Trail Blazers	92	Box Score		17,771	2:13	Moda Center	
Sun, Feb 27, 2022	10:00p	New Orleans Pelicans	123	Los Angeles Lakers	95	Box Score		17,536	2:16	Crypto.com Arena	
Mon, Feb 28, 2022	7:00p	Minnesota Timberwolves	127	Cleveland Cavaliers	122	Box Score		18,421	2:34	Rocket Mortgage Fieldhouse	
Mon, Feb 28, 2022	7:00p	Indiana Pacers	103	Orlando Magic	119	Box Score		13,014	2:17	Amway Center	
Mon, Feb 28, 2022	7:30p	Toronto Raptors	133	Brooklyn Nets	97	Box Score		17,112	2:08	Barclays Center	
Mon, Feb 28, 2022	7:30p	Chicago Bulls	99	Miami Heat	112	Box Score		19,683	2:10	FTX Arena	
Mon, Feb 28, 2022	8:00p	San Antonio Spurs	105	Memphis Grizzlies	118	Box Score		16,812	2:08	FedEx Forum	
Mon, Feb 28, 2022	8:00p	Charlotte Hornets	106	Milwaukee Bucks	130	Box Score		17,341	2:25	Fiserv Forum	
Mon, Feb 28, 2022	8:00p	Sacramento Kings	131	Oklahoma City Thunder	110	Box Score		13,945	2:10	Paycom Center	
Tue, Mar 1, 2022	7:00p	Detroit Pistons	113	Washington Wizards	116	Box Score		12,122	2:18	Capital One Arena	
Tue, Mar 1, 2022	7:30p	Atlanta Hawks	98	Boston Celtics	107	Box Score		19,156	2:19	TD Garden	
Tue, Mar 1, 2022	7:30p	Brooklyn Nets	108	Toronto Raptors	109	Box Score		18,903	2:14	Scotiabank Arena	
Tue, Mar 1, 2022	8:00p	Los Angeles Clippers	113	Houston Rockets	100	Box Score		12,949	2:07	Toyota Center	
Tue, Mar 1, 2022	8:00p	Golden State Warriors	114	Minnesota Timberwolves	129	Box Score		17,136	2:17	Target Center	
Tue, Mar 1, 2022	10:00p	Dallas Mavericks	109	Los Angeles Lakers	104	Box Score		17,857	2:20	Crypto.com Arena	
Wed, Mar 2, 2022	7:00p	Charlotte Hornets	119	Cleveland Cavaliers	98	Box Score		19,019	2:10	Rocket Mortgage Fieldhouse	
Wed, Mar 2, 2022	7:00p	Indiana Pacers	122	Orlando Magic	114	Box Score	OT	11,221	2:33	Amway Center	
Wed, Mar 2, 2022	7:30p	New York Knicks	108	Philadelphia 76ers	123	Box Score		21,333	2:22	Wells Fargo Center	
Wed, Mar 2, 2022	8:00p	Utah Jazz	132	Houston Rockets	127	Box Score	OT	13,583	2:38	Toyota Center	
Wed, Mar 2, 2022	8:00p	Miami Heat	119	Milwaukee Bucks	120	Box Score		17,341	2:15	Fiserv Forum	
Wed, Mar 2, 2022	8:00p	Sacramento Kings	95	New Orleans Pelicans	125	Box Score		15,490	2:06	Smoothie King Center	
Wed, Mar 2, 2022	9:00p	Oklahoma City Thunder	119	Denver Nuggets	107	Box Score		15,167	2:03	Ball Arena	
Wed, Mar 2, 2022	10:00p	Portland Trail Blazers	90	Phoenix Suns	120	Box Score		17,071	2:13	Phoenix Suns Arena	
Thu, Mar 3, 2022	7:00p	Chicago Bulls	124	Atlanta Hawks	130	Box Score		17,522	2:09	State Farm Arena	
Thu, Mar 3, 2022	7:30p	Memphis Grizzlies	107	Boston Celtics	120	Box Score		19,156	2:11	TD Garden	
Thu, Mar 3, 2022	7:30p	Miami Heat	113	Brooklyn Nets	107	Box Score		17,732	2:22	Barclays Center	
Thu, Mar 3, 2022	7:30p	Detroit Pistons	108	Toronto Raptors	106	Box Score		19,548	2:28	Scotiabank Arena	
Thu, Mar 3, 2022	8:30p	Golden State Warriors	113	Dallas Mavericks	122	Box Score		20,229	2:11	American Airlines Center	
Thu, Mar 3, 2022	8:30p	Sacramento Kings	115	San Antonio Spurs	112	Box Score		13,049	2:18	AT&T Center	
Thu, Mar 3, 2022	10:00p	Los Angeles Lakers	111	Los Angeles Clippers	132	Box Score		19,068	2:15	Crypto.com Arena	
Fri, Mar 4, 2022	7:00p	Indiana Pacers	106	Detroit Pistons	111	Box Score		17,244	2:11	Little Caesars Arena	
Fri, Mar 4, 2022	7:00p	Cleveland Cavaliers	119	Philadelphia 76ers	125	Box Score		21,391	2:15	Wells Fargo Center	
Fri, Mar 4, 2022	7:00p	Atlanta Hawks	117	Washington Wizards	114	Box Score		15,927	2:18	Capital One Arena	
Fri, Mar 4, 2022	7:30p	Milwaukee Bucks	118	Chicago Bulls	112	Box Score		21,259	2:31	United Center	
Fri, Mar 4, 2022	7:30p	Orlando Magic	103	Toronto Raptors	97	Box Score		19,081	2:06	Scotiabank Arena	
Fri, Mar 4, 2022	8:00p	Utah Jazz	90	New Orleans Pelicans	124	Box Score		16,178	2:07	Smoothie King Center	
Fri, Mar 4, 2022	8:00p	Minnesota Timberwolves	138	Oklahoma City Thunder	101	Box Score		15,180	2:06	Paycom Center	
Fri, Mar 4, 2022	9:00p	Houston Rockets	101	Denver Nuggets	116	Box Score		16,254	2:13	Ball Arena	
Fri, Mar 4, 2022	10:00p	New York Knicks	114	Phoenix Suns	115	Box Score		17,071	2:29	Phoenix Suns Arena	
Sat, Mar 5, 2022	5:00p	Sacramento Kings	113	Dallas Mavericks	114	Box Score		20,060	2:22	American Airlines Center	
Sat, Mar 5, 2022	7:00p	San Antonio Spurs	117	Charlotte Hornets	123	Box Score		18,941	2:09	Spectrum Center	
Sat, Mar 5, 2022	8:00p	Orlando Magic	96	Memphis Grizzlies	124	Box Score		17,794	2:00	FedEx Forum	
Sat, Mar 5, 2022	8:00p	Philadelphia 76ers	82	Miami Heat	99	Box Score		19,704	2:09	FTX Arena	
Sat, Mar 5, 2022	8:00p	Portland Trail Blazers	121	Minnesota Timberwolves	135	Box Score		17,136	2:22	Target Center	
Sat, Mar 5, 2022	8:30p	Golden State Warriors	116	Los Angeles Lakers	124	Box Score		18,997	2:24	Crypto.com Arena	
Sun, Mar 6, 2022	1:00p	Brooklyn Nets	120	Boston Celtics	126	Box Score		19,156	2:23	TD Garden	
Sun, Mar 6, 2022	3:30p	Phoenix Suns	122	Milwaukee Bucks	132	Box Score		17,495	2:19	Fiserv Forum	
Sun, Mar 6, 2022	6:00p	Indiana Pacers	123	Washington Wizards	133	Box Score		13,937	2:14	Capital One Arena	
Sun, Mar 6, 2022	7:00p	Memphis Grizzlies	112	Houston Rockets	123	Box Score		18,055	2:22	Toyota Center	
Sun, Mar 6, 2022	7:00p	Utah Jazz	116	Oklahoma City Thunder	103	Box Score		15,079	2:06	Paycom Center	
Sun, Mar 6, 2022	7:30p	Toronto Raptors	96	Cleveland Cavaliers	104	Box Score		19,432	2:18	Rocket Mortgage Fieldhouse	
Sun, Mar 6, 2022	8:00p	New Orleans Pelicans	130	Denver Nuggets	138	Box Score	OT	14,962	2:43	Ball Arena	
Sun, Mar 6, 2022	10:00p	New York Knicks	116	Los Angeles Clippers	93	Box Score		17,422	2:22	Crypto.com Arena	
Mon, Mar 7, 2022	7:00p	Atlanta Hawks	110	Detroit Pistons	113	Box Score	OT	14,942	2:39	Little Caesars Arena	
Mon, Mar 7, 2022	7:00p	Chicago Bulls	106	Philadelphia 76ers	121	Box Score		20,381	2:24	Wells Fargo Center	
Mon, Mar 7, 2022	7:30p	Houston Rockets	106	Miami Heat	123	Box Score		19,600	2:12	FTX Arena	
Mon, Mar 7, 2022	8:00p	Portland Trail Blazers	81	Minnesota Timberwolves	124	Box Score		16,035	2:26	Target Center	
Mon, Mar 7, 2022	8:30p	Utah Jazz	103	Dallas Mavericks	111	Box Score		20,077	2:12	American Airlines Center	
Mon, Mar 7, 2022	8:30p	Los Angeles Lakers	110	San Antonio Spurs	117	Box Score		18,354	2:16	AT&T Center	
Mon, Mar 7, 2022	9:00p	Golden State Warriors	124	Denver Nuggets	131	Box Score		19,542	2:20	Ball Arena	
Mon, Mar 7, 2022	10:30p	New York Knicks	131	Sacramento Kings	115	Box Score		14,720	2:17	Golden 1 Center	
Tue, Mar 8, 2022	7:00p	Brooklyn Nets	132	Charlotte Hornets	121	Box Score		17,230	2:13	Spectrum Center	
Tue, Mar 8, 2022	7:00p	Cleveland Cavaliers	127	Indiana Pacers	124	Box Score		14,066	2:17	Gainbridge Fieldhouse	
Tue, Mar 8, 2022	7:00p	Phoenix Suns	102	Orlando Magic	99	Box Score		14,024	2:18	Amway Center	
Tue, Mar 8, 2022	7:30p	New Orleans Pelicans	111	Memphis Grizzlies	132	Box Score		16,433	2:17	FedEx Forum	
Tue, Mar 8, 2022	8:00p	Milwaukee Bucks	142	Oklahoma City Thunder	115	Box Score		15,743	2:08	Paycom Center	
Tue, Mar 8, 2022	10:00p	Los Angeles Clippers	97	Golden State Warriors	112	Box Score		18,064	2:14	Chase Center	
Wed, Mar 9, 2022	7:00p	Boston Celtics	115	Charlotte Hornets	101	Box Score		18,086	2:07	Spectrum Center	
Wed, Mar 9, 2022	7:00p	Chicago Bulls	114	Detroit Pistons	108	Box Score		18,022	2:10	Little Caesars Arena	
Wed, Mar 9, 2022	7:30p	Phoenix Suns	111	Miami Heat	90	Box Score		19,600	2:05	FTX Arena	
Wed, Mar 9, 2022	8:00p	Los Angeles Lakers	130	Houston Rockets	139	Box Score	OT	18,055	2:32	Toyota Center	
Wed, Mar 9, 2022	8:00p	Atlanta Hawks	115	Milwaukee Bucks	124	Box Score		17,341	2:06	Fiserv Forum	
Wed, Mar 9, 2022	8:00p	Oklahoma City Thunder	102	Minnesota Timberwolves	132	Box Score		16,191	2:06	Target Center	
Wed, Mar 9, 2022	8:00p	Orlando Magic	108	New Orleans Pelicans	102	Box Score		15,633	2:12	Smoothie King Center	
Wed, Mar 9, 2022	8:30p	New York Knicks	107	Dallas Mavericks	77	Box Score		20,182	2:15	American Airlines Center	
Wed, Mar 9, 2022	8:30p	Toronto Raptors	119	San Antonio Spurs	104	Box Score		15,121	2:05	AT&T Center	
Wed, Mar 9, 2022	10:00p	Denver Nuggets	106	Sacramento Kings	100	Box Score		14,697	2:16	Golden 1 Center	
Wed, Mar 9, 2022	10:00p	Portland Trail Blazers	85	Utah Jazz	123	Box Score		18,306	2:13	Vivint Smart Home Arena	
Wed, Mar 9, 2022	10:30p	Washington Wizards	109	Los Angeles Clippers	115	Box Score		15,282	2:13	Crypto.com Arena	
Thu, Mar 10, 2022	7:30p	Brooklyn Nets	129	Philadelphia 76ers	100	Box Score		21,408	2:18	Wells Fargo Center	
Thu, Mar 10, 2022	10:00p	Golden State Warriors	113	Denver Nuggets	102	Box Score		19,520	2:26	Ball Arena	
Fri, Mar 11, 2022	7:00p	Minnesota Timberwolves	110	Orlando Magic	118	Box Score		14,557	2:07	Amway Center	
Fri, Mar 11, 2022	7:30p	Los Angeles Clippers	106	Atlanta Hawks	112	Box Score		16,862	2:10	State Farm Arena	
Fri, Mar 11, 2022	7:30p	Detroit Pistons	103	Boston Celtics	114	Box Score		19,156	2:15	TD Garden	
Fri, Mar 11, 2022	8:00p	Dallas Mavericks	113	Houston Rockets	100	Box Score		15,060	2:13	Toyota Center	
Fri, Mar 11, 2022	8:00p	New York Knicks	114	Memphis Grizzlies	118	Box Score		17,188	2:35	FedEx Forum	
Fri, Mar 11, 2022	8:00p	Cleveland Cavaliers	105	Miami Heat	117	Box Score		19,600	2:16	FTX Arena	
Fri, Mar 11, 2022	8:00p	Charlotte Hornets	142	New Orleans Pelicans	120	Box Score		16,838	2:09	Smoothie King Center	
Fri, Mar 11, 2022	8:30p	Utah Jazz	102	San Antonio Spurs	104	Box Score		15,753	2:30	AT&T Center	
Fri, Mar 11, 2022	9:00p	Toronto Raptors	117	Phoenix Suns	112	Box Score		17,071	2:14	Phoenix Suns Arena	
Fri, Mar 11, 2022	10:30p	Washington Wizards	109	Los Angeles Lakers	122	Box Score		18,997	2:15	Crypto.com Arena	
Sat, Mar 12, 2022	8:00p	Cleveland Cavaliers	91	Chicago Bulls	101	Box Score		21,727	2:08	United Center	
Sat, Mar 12, 2022	8:00p	Minnesota Timberwolves	113	Miami Heat	104	Box Score		19,600	2:18	FTX Arena	
Sat, Mar 12, 2022	8:00p	Indiana Pacers	119	San Antonio Spurs	108	Box Score		14,605	2:12	AT&T Center	
Sat, Mar 12, 2022	8:30p	Milwaukee Bucks	109	Golden State Warriors	122	Box Score		18,064	2:15	Chase Center	
Sat, Mar 12, 2022	9:00p	Toronto Raptors	127	Denver Nuggets	115	Box Score		18,659	2:08	Ball Arena	
Sat, Mar 12, 2022	9:00p	Sacramento Kings	125	Utah Jazz	134	Box Score		18,306	2:10	Vivint Smart Home Arena	
Sat, Mar 12, 2022	10:00p	Washington Wizards	118	Portland Trail Blazers	127	Box Score		17,524	2:08	Moda Center	
Sun, Mar 13, 2022	1:00p	New York Knicks	107	Brooklyn Nets	110	Box Score		18,057	2:27	Barclays Center	
Sun, Mar 13, 2022	3:00p	Los Angeles Clippers	106	Detroit Pistons	102	Box Score		19,313	2:11	Little Caesars Arena	
Sun, Mar 13, 2022	3:30p	Dallas Mavericks	95	Boston Celtics	92	Box Score		19,156	2:14	TD Garden	
Sun, Mar 13, 2022	6:00p	Philadelphia 76ers	116	Orlando Magic	114	Box Score	OT	14,444	2:40	Amway Center	
Sun, Mar 13, 2022	7:00p	Indiana Pacers	128	Atlanta Hawks	131	Box Score		17,038	2:17	State Farm Arena	
Sun, Mar 13, 2022	7:00p	Houston Rockets	105	New Orleans Pelicans	130	Box Score		15,683	2:09	Smoothie King Center	
Sun, Mar 13, 2022	7:00p	Memphis Grizzlies	125	Oklahoma City Thunder	118	Box Score		17,482	2:19	Paycom Center	
Sun, Mar 13, 2022	9:00p	Los Angeles Lakers	111	Phoenix Suns	140	Box Score		17,071	2:14	Phoenix Suns Arena	
Mon, Mar 14, 2022	7:00p	Los Angeles Clippers	111	Cleveland Cavaliers	120	Box Score	OT	18,742	2:30	Rocket Mortgage Fieldhouse	
Mon, Mar 14, 2022	7:30p	Portland Trail Blazers	113	Atlanta Hawks	122	Box Score		16,432	2:23	State Farm Arena	
Mon, Mar 14, 2022	7:30p	Denver Nuggets	114	Philadelphia 76ers	110	Box Score		21,444	2:20	Wells Fargo Center	
Mon, Mar 14, 2022	8:00p	Charlotte Hornets	134	Oklahoma City Thunder	116	Box Score		15,810	2:08	Paycom Center	
Mon, Mar 14, 2022	8:30p	Minnesota Timberwolves	149	San Antonio Spurs	139	Box Score		14,143	2:26	AT&T Center	
Mon, Mar 14, 2022	10:00p	Washington Wizards	112	Golden State Warriors	126	Box Score		18,064	2:10	Chase Center	
Mon, Mar 14, 2022	10:00p	Chicago Bulls	103	Sacramento Kings	112	Box Score		15,943	2:14	Golden 1 Center	
Mon, Mar 14, 2022	10:00p	Milwaukee Bucks	117	Utah Jazz	111	Box Score		18,306	2:34	Vivint Smart Home Arena	
Mon, Mar 14, 2022	10:30p	Toronto Raptors	114	Los Angeles Lakers	103	Box Score		18,228	2:15	Crypto.com Arena	
Tue, Mar 15, 2022	7:00p	Memphis Grizzlies	135	Indiana Pacers	102	Box Score		15,027	2:10	Gainbridge Fieldhouse	
Tue, Mar 15, 2022	7:00p	Brooklyn Nets	150	Orlando Magic	108	Box Score		15,282	2:14	Amway Center	
Tue, Mar 15, 2022	7:30p	Detroit Pistons	98	Miami Heat	105	Box Score		19,600	2:16	FTX Arena	
Tue, Mar 15, 2022	8:00p	Phoenix Suns	131	New Orleans Pelicans	115	Box Score		16,789	2:09	Smoothie King Center	
Wed, Mar 16, 2022	7:00p	Atlanta Hawks	106	Charlotte Hornets	116	Box Score		16,648	2:06	Spectrum Center	
Wed, Mar 16, 2022	7:00p	Philadelphia 76ers	118	Cleveland Cavaliers	114	Box Score		19,432	2:19	Rocket Mortgage Fieldhouse	
Wed, Mar 16, 2022	7:00p	Denver Nuggets	127	Washington Wizards	109	Box Score		15,326	2:12	Capital One Arena	
Wed, Mar 16, 2022	7:30p	Dallas Mavericks	113	Brooklyn Nets	111	Box Score		17,981	2:15	Barclays Center	
Wed, Mar 16, 2022	7:30p	Portland Trail Blazers	98	New York Knicks	128	Box Score		18,213	2:08	Madison Square Garden (IV)	
Wed, Mar 16, 2022	8:00p	Phoenix Suns	129	Houston Rockets	112	Box Score		18,055	2:03	Toyota Center	
Wed, Mar 16, 2022	8:00p	Los Angeles Lakers	104	Minnesota Timberwolves	124	Box Score		17,136	2:21	Target Center	
Wed, Mar 16, 2022	8:30p	Oklahoma City Thunder	120	San Antonio Spurs	122	Box Score		14,994	2:12	AT&T Center	
Wed, Mar 16, 2022	9:00p	Chicago Bulls	110	Utah Jazz	125	Box Score		18,306	2:12	Vivint Smart Home Arena	
Wed, Mar 16, 2022	10:00p	Boston Celtics	110	Golden State Warriors	88	Box Score		18,064	2:14	Chase Center	
Wed, Mar 16, 2022	10:00p	Milwaukee Bucks	135	Sacramento Kings	126	Box Score		15,864	2:21	Golden 1 Center	
Wed, Mar 16, 2022	10:30p	Toronto Raptors	103	Los Angeles Clippers	100	Box Score		19,068	2:03	Crypto.com Arena	
Thu, Mar 17, 2022	7:00p	Detroit Pistons	134	Orlando Magic	120	Box Score		14,369	2:14	Amway Center	
Fri, Mar 18, 2022	7:00p	Dallas Mavericks	101	Philadelphia 76ers	111	Box Score		21,428	2:10	Wells Fargo Center	
Fri, Mar 18, 2022	7:30p	Memphis Grizzlies	105	Atlanta Hawks	120	Box Score		18,062	2:14	State Farm Arena	
Fri, Mar 18, 2022	7:30p	Portland Trail Blazers	123	Brooklyn Nets	128	Box Score		17,732	2:26	Barclays Center	
Fri, Mar 18, 2022	7:30p	Denver Nuggets	116	Cleveland Cavaliers	119	Box Score	OT	19,432	2:34	Rocket Mortgage Fieldhouse	
Fri, Mar 18, 2022	7:30p	Washington Wizards	97	New York Knicks	100	Box Score		19,812	2:19	Madison Square Garden (IV)	
Fri, Mar 18, 2022	7:30p	Los Angeles Lakers	128	Toronto Raptors	123	Box Score	OT	19,800	2:26	Scotiabank Arena	
Fri, Mar 18, 2022	8:00p	Indiana Pacers	121	Houston Rockets	118	Box Score		13,748	2:15	Toyota Center	
Fri, Mar 18, 2022	8:00p	Oklahoma City Thunder	108	Miami Heat	120	Box Score		19,600	2:01	FTX Arena	
Fri, Mar 18, 2022	8:30p	New Orleans Pelicans	124	San Antonio Spurs	91	Box Score		18,354	2:03	AT&T Center	
Fri, Mar 18, 2022	9:00p	Los Angeles Clippers	92	Utah Jazz	121	Box Score		18,306	2:04	Vivint Smart Home Arena	
Fri, Mar 18, 2022	10:00p	Chicago Bulls	102	Phoenix Suns	129	Box Score		17,071	2:07	Phoenix Suns Arena	
Fri, Mar 18, 2022	10:00p	Boston Celtics	126	Sacramento Kings	97	Box Score		15,313	2:04	Golden 1 Center	
Sat, Mar 19, 2022	5:00p	Milwaukee Bucks	119	Minnesota Timberwolves	138	Box Score		17,136	2:17	Target Center	
Sat, Mar 19, 2022	7:00p	Dallas Mavericks	108	Charlotte Hornets	129	Box Score		19,279	2:10	Spectrum Center	
Sat, Mar 19, 2022	8:00p	Detroit Pistons	109	Cleveland Cavaliers	113	Box Score		19,432	2:10	Rocket Mortgage Fieldhouse	
Sat, Mar 19, 2022	8:00p	Los Angeles Lakers	119	Washington Wizards	127	Box Score		20,476	2:13	Capital One Arena	
Sun, Mar 20, 2022	3:30p	Memphis Grizzlies	122	Houston Rockets	98	Box Score		18,055	2:13	Toyota Center	
Sun, Mar 20, 2022	3:30p	Portland Trail Blazers	98	Indiana Pacers	129	Box Score		16,067	2:07	Gainbridge Fieldhouse	
Sun, Mar 20, 2022	6:00p	New Orleans Pelicans	117	Atlanta Hawks	112	Box Score		17,123	2:09	State Farm Arena	
Sun, Mar 20, 2022	6:00p	Oklahoma City Thunder	85	Orlando Magic	90	Box Score		15,012	2:09	Amway Center	
Sun, Mar 20, 2022	6:00p	Phoenix Suns	127	Sacramento Kings	124	Box Score	OT	17,583	2:37	Golden 1 Center	
Sun, Mar 20, 2022	7:30p	Utah Jazz	108	New York Knicks	93	Box Score		19,812	2:12	Madison Square Garden (IV)	
Sun, Mar 20, 2022	8:00p	Boston Celtics	124	Denver Nuggets	104	Box Score		19,602		Ball Arena	
Sun, Mar 20, 2022	8:30p	San Antonio Spurs	110	Golden State Warriors	108	Box Score		18,064	2:18	Chase Center	
Sun, Mar 20, 2022	8:30p	Toronto Raptors	93	Philadelphia 76ers	88	Box Score		21,180	2:22	Wells Fargo Center	
Mon, Mar 21, 2022	7:00p	New Orleans Pelicans	103	Charlotte Hornets	106	Box Score		13,351	2:10	Spectrum Center	
Mon, Mar 21, 2022	7:00p	Los Angeles Lakers	131	Cleveland Cavaliers	120	Box Score		19,432	2:07	Rocket Mortgage Fieldhouse	
Mon, Mar 21, 2022	7:00p	Portland Trail Blazers	119	Detroit Pistons	115	Box Score		14,923	2:33	Little Caesars Arena	
